"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-15","  223","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-16","  456","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-17","  171","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-18","  642","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-19","  173","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-20","  729","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-21","   63","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-22","  224","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-23","  378","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-24","  284","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-25","  360","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-26","  221","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-27","  598","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-28","  362","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-29","   11","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-30","  487","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-01","  360","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-02","  430","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-03","  586","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-04","  928","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-05","  174","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-06","  191","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-07","  325","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-08","  222","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-09","  264","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-10","  239","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-11","  437","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-12","  231","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-13","  162","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-14","  187","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-15","  155","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-16","  184","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-17","  164","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-18","  321","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-19","   55","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-20","  159","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-21","  108","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-22","   96","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-23","  145","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-24","  160","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-25","  160","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-26","   56","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-27","  535","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-28","  594","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-29","  415","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-30","  511","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-07-31","  430","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-01","  607","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-02","  272","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-03","  183","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-04","  333","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-05","  262","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-06","  323","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-07","  225","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-08","  596","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-09","   99","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-10","  311","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-11","  687","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-12","  372","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-13","  545","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-14","  267","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-15","  618","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-16","  163","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-17","  181","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-18","  367","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-19","  304","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-20","  245","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-21","  375","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-22","  454","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-23","  370","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-24","  308","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-25","  206","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-26","  482","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-27","  331","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-28","  369","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-29","  379","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-30","  278","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-08-31","  256","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-01","  299","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-02","  355","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-03","  491","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-04","  367","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-05","  450","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-06","  283","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-07","  326","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-08","  245","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-09","  392","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-10","  369","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-11","  337","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-12","  552","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-13","  263","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-14","  388","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-15","  239","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-16","  425","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-17","  322","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-18","  342","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-19","  487","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-20","  305","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-21","  296","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-22","  267","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-09-23","  470","Number","12-10-21"
